Date,daily_return,fwd_return_1d,fwd_return_3d,fwd_return_5d,fwd_return_10d
2009-02-02,-0.03762005866406637,0.010654425393230575,0.025094680964936,0.05804939606994772,-0.001081665765278529
2009-02-17,-0.02738283307003686,0.012413188583099087,-0.007712828975992579,0.011070178059659937,-0.06476959784295992
2009-03-05,-0.025895962976127063,-0.0013971466600368682,0.055302221791015814,0.07012707913917726,0.14046762439967983
2009-03-30,-0.041979638781970974,0.026377619402469965,0.09219577790727504,0.12085391003699897,0.1326089656771044
2009-04-28,-0.031023026612031712,0.08374241271609449,0.07515612647334109,0.07386592797045795,0.08897720958260218
2009-05-26,-0.028518746668491857,0.053384573238633194,0.10021133199639953,0.10040570525234724,0.13065606607030406
2009-06-15,-0.021686936436186022,-0.02723257467521245,-0.03673432849035601,-0.051606728884243405,-0.04175878071548069
2009-06-30,-0.022739974997403434,0.01317482364745189,-0.02949458684986173,-0.04971691448735756,-0.013698904401618542
2009-08-06,-0.02314581012623862,-0.033591760116824264,-0.029268909427914793,-0.002580652433255698,-0.013741610008537665
2009-10-27,-0.024985356670065073,-0.019807905390170643,-0.0583198179600622,-0.016712920172956478,0.021891882252738186
2009-11-26,-0.02008556906467729,0.005524498597217537,0.02361618763549548,0.020749063787335095,0.022427349253322473
2010-01-21,-0.024426965968527115,-0.016931186096490317,-0.04454126923892766,-0.038171178853960756,-0.06551632880815818
2010-05-19,-0.028927063147710874,0.0013910805450410046,-0.02387137447959666,0.01600233456414231,0.03781252212451683
2010-11-16,-0.021709994155716394,-0.030554955958695375,-0.02323919564407123,-0.04545794261539275,-0.010574477725240056
2010-12-09,-0.023239695576248276,0.0254556331094862,0.022791148183909045,0.032294706593907305,0.04115606624826419
2011-01-07,-0.02375065553569211,-0.024943607663234942,-0.025316439985828068,-0.04177889835247167,-0.02678220221280038
2011-02-04,-0.02370289953408422,-0.021656878681284967,-0.03763249658504802,0.004760475883933266,0.016288720735743098
2011-02-24,-0.03212040777345426,0.0022928173500184903,0.04043382387352707,0.026705274874719086,0.0395505028212867
2011-05-03,-0.02386294517885945,-0.019370672606806312,-0.0029814999144935606,-0.00047602969485163537,-0.02642026195665043
2011-06-20,-0.020218396313068876,-0.00047341313673373415,0.03606464974177717,0.05008710986642907,0.06652406945192628
2011-08-05,-0.022609589463865043,-0.0021637144661427383,0.010710328980068145,-0.009451555818080097,-0.026544880891494926
2011-09-12,-0.022265342334898075,0.0069809958944665835,0.021384989250121684,0.03262493410684589,-0.0013158031549063449
2011-11-21,-0.025979394207947815,-0.01843642669600044,0.011772986825770203,0.00775826277643871,0.031033254774791436
2011-12-08,-0.023495870307348232,-0.02179333826284453,-0.022070523020068778,-0.04499305083277729,-0.032181902171123544
2012-01-30,-0.02255660964501549,0.021550206392371103,0.03913957322203795,0.04095408074606117,0.05673865756548461
2012-02-27,-0.027277846997348587,0.014066508862159871,0.009198775568449299,-0.016589793363383863,0.028886150521372753
2012-03-22,-0.025442920256606216,-0.013585361215158055,-0.011587511245106295,0.0075918113050027726,-0.0022927335175287086
2012-05-08,-0.02233014464024874,-0.00044278408874788816,-0.012097686917543577,-0.022071681092451056,-0.009360091973282771
2013-05-23,-0.020912330020920522,0.012053455450622969,0.015572164029740581,-0.004117656711492866,-0.021578217362038434
2013-06-20,-0.028571445344368618,-0.008803330414271572,-0.009078123356404455,0.035869482875871765,0.040426249392343114
2013-08-06,-0.025178510712102753,0.002946335255204459,0.02703043722260146,-0.007469358025356169,-0.013974700848203153
2013-08-27,-0.03452018710627225,0.033553316229565186,0.0606291820588451,0.041014989028845206,0.11794322616327922
2013-09-23,-0.020350642149811637,0.0032194872171221176,-0.0037232800491033306,-0.012801058123398804,0.026037608080700256
2013-11-21,-0.020227359524339406,0.014600114241616563,0.0049358340760010545,0.02467917038000527,0.03858242858298999
2014-01-27,-0.020888004522878645,-0.001891777762258711,-0.006906577457338249,-0.021355739821909952,-0.011277167778478613
2014-07-08,-0.021053878387766067,-0.009190973169160318,-0.02406408634106444,-0.0017740745386197955,0.020659967746888896
2015-01-06,-0.029963988501869876,0.014281895195132975,0.025170453229822948,0.01957220772605032,0.07524035461609269
2015-03-09,-0.02025118178512486,-0.007959155584537757,-0.013911456997063771,-0.005296638480287352,-0.025861604343054248
2015-03-26,-0.022113918786236364,0.011469724236243449,0.022659599809433065,0.031479252583075275,0.037005740270664604
2015-05-06,-0.02736399793773192,0.014176055466138418,0.006184250998204779,0.018224612518571253,0.04259007057075647
2015-06-02,-0.023353592405198742,-0.012365734447651367,-0.02287293436357099,-0.013118816079992133,-0.01711524361304095
2015-08-24,-0.05915098088055637,-0.013115207078587777,0.013495237009732786,-0.01387514325334935,-0.026236784064890436
2015-09-22,-0.02069675641963653,0.01695023498852367,0.013693280734878938,0.02759986325966912,0.0584631807979418
2016-01-07,-0.022309804329221028,-0.006279821760165515,-0.0064703448834181315,-0.022840001824403242,-0.024856596067692544
2016-02-11,-0.03317073758299127,0.019833034804634313,0.01207353643017609,0.026638585387608202,0.0008685082173891432
2016-04-05,-0.02005459778469787,-0.011733764402636293,0.004629369708216129,0.028077395526334467,0.028679750080409856
2016-06-24,-0.021987932139331257,0.01100835253160586,0.03089800783973411,0.0412160303545992,0.059917742252782624
2016-11-11,-0.026912611243878892,-0.020911606110834372,-0.02543794053669596,-0.03410439754606665,-0.017224175906557598
2018-02-02,-0.023264327729431322,-0.010000641875536374,-0.0025885910261011272,-0.006087135018473031,-0.023000048900417475
2018-10-04,-0.023852830796859514,-0.01579305987737077,-0.005135960472720876,-0.003956554619085718,-0.025570388275119402
2019-07-08,-0.02138240331360608,-0.002835618635546111,0.0018124450495149284,0.011360089184287943,-0.017391325703370444
2019-09-03,-0.02044311880570615,0.005328810601871419,0.019707277428486873,0.017830609346958244,-0.007933031476002704
2020-02-03,-0.021250384719316173,0.025699471046770603,0.026479975342029907,0.02729030782691696,0.017499204581609928
2020-02-24,-0.02081386879900149,-0.016754367501578615,-0.056893285624079144,-0.048343523074089664,-0.119477971742791
2020-03-12,-0.08301938801064712,0.009859983431590762,-0.07013920594729976,-0.039763431595051434,-0.04911827798342344
2020-03-30,-0.04378053643081892,-0.032306074590333425,0.030817189818153175,0.06829955482299514,0.08587993616709949
2020-04-21,-0.030274667144095657,0.031811049450245106,0.02831027830476085,0.058337675173789016,0.01908768988700252
2020-05-14,-0.025661909373274727,-0.039112908972220764,-0.012616590543773341,-0.015589648080599159,0.07010694073602504
2020-06-11,-0.021169158460066062,0.028156249587554937,0.03522283389991988,0.07327960659826158,0.08780033290263412
2020-08-31,-0.022330747801946216,0.0061669876500954944,-0.01137881925062373,-0.01281806981813362,0.00501557015950416
2020-09-21,-0.02211225483867385,-0.015033104662994668,-0.02225319087751897,-0.00702100200190236,0.03867539180879068
2020-10-15,-0.02428360085835335,0.012419582278348199,0.017928099407953695,0.01730555894657094,-0.007247983113798165
2020-12-21,-0.0314049525779333,0.0170072651898724,0.037353287254890934,0.045484948904744915,0.05777028610801703
2021-02-22,-0.020428174591586412,0.013512827884794264,-0.01712185962049079,0.009257698210691877,0.021387163024911632
2021-04-12,-0.03532558930400764,0.015074925603300907,-0.00037941058860783847,0.002871582738361422,0.036895487305007364
2021-11-26,-0.029071254187753914,-0.004256707933632367,0.020277535708273738,-0.008416537170615294,0.018319234772810295
2021-12-20,-0.021842546279377872,0.01086849064603225,0.013748139377793261,0.027430721042849708,0.061532841794101505
2022-01-24,-0.02656790518738339,0.0063876296211030385,0.019898115911760807,0.04578695371768706,0.02718869625174358
2022-02-14,-0.03061622289529342,0.022969555091314427,0.020259004104350907,0.00938681108174745,-0.019328881416739257
2022-03-07,-0.02352668473994779,0.03794825352034418,0.0560524023273166,0.058119413884523186,0.09511837504564144
2022-05-04,-0.022936183451936376,-0.026313057150061554,-0.03647044277206722,-0.06210415461516783,-0.06202106880107981
2022-05-19,-0.026532725334179386,0.010652114380975273,-0.001121928733786678,0.019237985663148324,0.03368908756917936
2022-06-13,-0.026379749115209128,0.001142025336140485,-0.024291433401917157,-0.0022616836730625068,0.011225429944813946
2024-01-17,-0.020894393512082443,0.009722575649371082,0.0018562449893150992,0.015102147286545964,0.01669453040704775
2024-06-04,-0.05929359941641077,0.031319587474177416,0.05110410985624969,0.05398502963225465,0.06501390370366775
2024-08-05,-0.02678645789462286,0.004450229842821308,0.0073440055847288094,-0.0021021052299263886,0.02399145173478384
2024-10-03,-0.021196375260987388,-0.015334441985512754,-0.007940273322240607,-0.008643128089968513,-0.013019256064449192
2025-04-07,-0.03243254628305536,-0.002120556845645806,0.03928411824651676,0.06258814263200686,0.07095012014545536
2026-03-13,-0.02064586811222946,0.020118047123373412,-0.004929431031859137,-0.02610514874686144,-0.01889156155794084
2026-07-08,-0.02117524515827318,0.01161568647808429,0.005144461688419704,0.0060094900087514945,-0.0024802430241481497
